date,close
2017-03-31,9.99
2017-04-28,10.05
2017-05-31,10.1
2017-06-30,10.07
2017-07-31,10.1
2017-08-31,10.16
2017-09-29,10.09
2017-10-31,10.08
2017-11-30,10.04
2017-12-29,10.07
2018-01-31,9.93
2018-02-28,9.81
2018-03-29,9.85
2018-04-30,9.76
2018-05-31,9.8
2018-06-29,9.77
2018-07-31,9.74
2018-08-31,9.78
2018-09-28,9.7
2018-10-31,9.6
2018-11-30,9.63
2018-12-31,9.78
2019-01-31,9.86
2019-02-28,9.83
2019-03-29,9.99
2019-04-30,9.97
2019-05-31,10.12
2019-06-28,10.22
2019-07-31,10.22
2019-08-30,10.46
2019-09-30,10.38
2019-10-31,10.38
2019-11-29,10.35
2019-12-31,10.32
2020-01-31,10.49
2020-02-28,10.66
2020-03-31,10.58
2020-04-30,10.73
2020-05-29,10.76
2020-06-30,10.81
2020-07-31,10.94
2020-08-31,10.84
2020-09-30,10.81
2020-10-30,10.74
2020-11-30,10.83
2020-12-31,10.81
2021-01-29,10.71
2021-02-26,10.53
2021-03-31,10.38
2021-04-30,10.44
2021-05-28,10.46
2021-06-30,10.51
2021-07-30,10.61
2021-08-31,10.57
2021-09-30,10.46
2021-10-29,10.44
2021-11-30,10.45
2021-12-31,10.4
2022-01-31,10.17
2022-02-11,10.03
