date,close
2005-04-29,9.61
2005-05-31,9.55
2005-06-30,9.67
2005-07-29,9.96
2005-08-31,10.32
2005-09-30,10.67
2005-10-31,10.38
2005-11-30,10.59
2005-12-30,11.04
2006-01-31,11.68
2006-02-28,11.61
2006-03-31,12.04
2006-04-28,12.63
2006-05-31,12.08
2006-06-30,12.11
2006-07-31,12.23
2006-08-31,12.56
2006-09-29,12.59
2006-10-31,13.07
2006-11-30,13.44
2006-12-29,13.37
2007-01-31,13.52
2007-02-28,13.56
2007-03-30,13.92
2007-04-30,14.4
2007-05-31,14.76
2007-06-29,14.8
2007-07-31,14.42
2007-08-31,14.32
2007-09-28,15.14
2007-10-31,15.77
2007-11-30,15.14
2007-12-31,14.25
2008-01-31,13.09
2008-02-29,13.01
2008-03-31,13.02
2008-04-30,13.75
2008-05-30,13.9
2008-06-30,12.71
2008-07-31,12.26
2008-08-29,11.74
2008-09-30,10.28
2008-10-31,8.17
2008-11-28,7.66
2008-12-31,7.89
2009-01-30,6.94
2009-02-27,6.24
2009-03-31,6.7
2009-04-30,7.5
2009-05-29,8.5
2009-06-30,8.4
2009-07-31,9.22
2009-08-31,9.64
2009-09-30,10.02
2009-10-30,9.79
2009-11-30,10.11
2009-12-31,9.98
2010-01-29,9.51
2010-02-26,9.51
2010-03-31,10.09
2010-04-30,9.86
2010-05-28,8.74
2010-06-30,8.59
2010-07-30,9.52
2010-08-31,9.18
2010-09-30,10.1
2010-10-29,10.48
2010-11-30,9.94
2010-12-31,10.53
2011-01-31,10.79
2011-02-28,11.17
2011-03-31,10.88
2011-04-29,11.57
2011-05-31,11.24
2011-06-30,11.1
2011-07-29,10.86
2011-08-31,9.89
2011-09-30,8.84
2011-10-31,9.68
2011-11-30,9.43
2011-12-30,8.93
2012-01-31,9.46
2012-02-29,9.93
2012-03-30,9.96
2012-04-30,9.73
2012-05-31,8.65
2012-06-29,9.27
2012-07-31,9.29
2012-08-31,9.59
2012-09-28,9.87
2012-10-31,9.97
2012-11-30,10.2
2012-12-31,10.34
2013-01-31,10.79
2013-02-28,10.65
2013-03-28,10.79
2013-04-30,11.34
2013-05-31,10.99
2013-06-28,10.68
2013-07-31,11.27
2013-08-30,11.07
2013-09-30,11.91
2013-10-31,12.29
2013-11-29,12.36
2013-12-31,12.34
2014-01-31,11.77
2014-02-28,12.48
2014-03-31,12.41
2014-04-30,12.6
2014-05-30,12.81
2014-06-30,12.93
2014-07-31,12.6
2014-08-29,12.63
2014-09-30,12.13
2014-10-31,12.07
2014-11-28,12.1
2014-12-31,11.18
2015-01-30,11.28
2015-02-27,11.95
2015-03-31,11.78
2015-04-30,12.25
2015-05-29,12.23
2015-06-30,11.88
2015-07-31,12.09
2015-08-31,11.19
2015-09-30,10.7
2015-10-30,11.41
2015-11-30,11.31
2015-12-31,10.78
2016-01-29,10.17
2016-02-29,9.83
2016-03-31,10.49
2016-04-29,10.72
2016-05-31,10.7
2016-06-30,10.43
2016-07-29,10.86
2016-08-31,10.92
2016-09-30,11.06
2016-10-31,10.81
2016-11-30,10.63
2016-12-30,10.56
2017-01-31,10.92
2017-02-28,11.04
2017-03-31,11.39
2017-04-28,11.68
2017-05-31,12.1
2017-06-30,12.12
2017-07-31,12.46
2017-08-31,12.46
2017-09-29,12.74
2017-10-31,12.95
2017-11-30,13.05
2017-12-29,12.91
2018-01-31,13.57
2018-02-28,12.9
2018-03-29,12.79
2018-04-30,12.99
2018-05-31,12.74
2018-06-29,12.58
2018-07-31,12.91
2018-08-31,12.62
2018-09-28,12.74
2018-10-31,11.72
2018-11-30,11.74
2018-12-31,10.76
2019-01-31,11.47
2019-02-28,11.76
2019-03-29,11.86
2019-04-30,12.21
2019-05-31,11.6
2019-06-28,12.29
2019-07-31,12.03
2019-08-30,11.81
2019-09-30,12.17
2019-10-31,12.57
2019-11-29,12.73
2019-12-31,12.73
2020-01-31,12.4
2020-02-28,11.43
2020-03-31,9.85
2020-04-30,10.42
2020-05-29,10.94
2020-06-30,11.3
2020-07-31,11.58
2020-08-31,12.12
2020-09-30,11.84
2020-10-30,11.39
2020-11-30,13.07
2020-12-31,13.46
2021-01-29,13.29
2021-02-26,13.58
2021-03-31,13.92
2021-04-30,14.33
2021-05-28,14.86
2021-06-30,14.64
2021-07-30,14.77
2021-08-31,15.0
2021-09-30,14.51
2021-10-29,14.94
2021-11-30,14.27
2021-12-31,14.48
2022-01-31,13.92
2022-02-24,13.33
