date,close
2016-07-29,10.05
2016-08-31,10.13
2016-09-30,10.29
2016-10-31,10.09
2016-11-30,9.85
2016-12-30,10.0
2017-01-31,10.39
2017-02-28,10.53
2017-03-31,10.82
2017-04-28,11.07
2017-05-31,11.41
2017-06-30,11.46
2017-07-31,11.88
2017-08-31,11.95
2017-09-29,12.16
2017-10-31,12.39
2017-11-30,12.48
2017-12-29,12.53
2018-01-31,13.22
2018-02-28,12.54
2018-03-29,12.48
2018-04-30,12.58
2018-05-31,12.34
2018-06-29,12.11
2018-07-31,12.38
2018-08-31,12.11
2018-09-28,12.15
2018-10-31,11.14
2018-11-30,11.26
2018-12-31,10.5
2019-01-31,11.29
2019-02-28,11.49
2019-03-29,11.57
2019-04-30,11.89
2019-05-31,11.24
2019-06-28,11.9
2019-07-31,11.68
2019-08-30,11.4
2019-09-30,11.7
2019-10-31,12.09
2019-11-29,12.23
2019-12-31,12.42
2020-01-31,12.01
2020-02-28,11.19
2020-03-31,9.42
2020-04-30,10.16
2020-05-29,10.61
2020-06-30,11.06
2020-07-31,11.53
2020-08-31,12.05
2020-09-30,11.81
2020-10-30,11.54
2020-11-30,13.04
2020-12-31,13.57
2021-01-29,13.59
2021-02-26,13.88
2021-03-31,14.1
2021-04-30,14.52
2021-05-28,14.96
2021-06-30,14.88
2021-07-30,14.69
2021-08-31,14.95
2021-09-30,14.43
2021-10-29,14.81
2021-11-30,14.18
2021-12-31,14.34
2022-01-31,13.92
2022-02-17,13.95
