date,close
1999-12-31,19.7
2000-01-31,18.69
2000-02-29,18.33
2000-03-31,20.09
2000-04-28,19.48
2000-05-31,19.07
2000-06-30,19.5
2000-07-31,19.18
2000-08-31,20.36
2000-09-29,19.24
2000-10-31,19.15
2000-11-30,17.63
2000-12-29,16.39
2001-01-31,16.96
2001-02-28,15.41
2001-03-30,14.4
2001-04-30,15.51
2001-05-31,15.61
2001-06-29,15.19
2001-07-31,15.03
2001-08-31,14.08
2001-09-28,12.9
2001-10-31,13.14
2001-11-30,14.14
2001-12-31,14.22
2002-01-31,14.0
2002-02-28,13.72
2002-03-28,14.21
2002-04-30,13.34
2002-05-31,13.23
2002-06-28,12.26
2002-07-31,11.3
2002-08-30,11.37
2002-09-30,10.1
2002-10-31,10.98
2002-11-29,11.62
2002-12-31,10.89
2003-01-31,10.6
2003-02-28,10.44
2003-03-31,10.49
2003-04-30,11.35
2003-05-30,11.94
2003-06-30,12.06
2003-07-31,12.27
2003-08-29,12.5
2003-09-30,12.33
2003-10-31,13.02
2003-11-28,13.13
2003-12-31,13.76
2004-01-30,14.0
2004-02-27,14.19
2004-03-31,13.93
2004-04-30,13.71
2004-05-28,13.89
2004-06-30,14.12
2004-07-30,13.64
2004-08-31,13.69
2004-09-30,13.79
2004-10-29,13.99
2004-11-30,14.55
2004-12-31,14.95
2005-01-31,14.58
2005-02-28,14.88
2005-03-31,14.57
2005-04-29,14.29
2005-05-31,14.74
2005-06-30,14.71
2005-07-29,15.25
2005-08-31,15.11
2005-09-30,15.17
2005-10-31,14.91
2005-11-30,15.47
2005-12-30,15.4
2006-01-31,15.81
2006-02-28,15.85
2006-03-31,15.98
2006-04-28,16.19
2006-05-31,15.72
2006-06-30,15.67
2006-07-31,15.77
2006-08-31,16.14
2006-09-29,16.49
2006-10-31,17.02
2006-11-30,17.34
2006-12-29,17.5
2007-01-31,17.76
2007-02-28,17.41
2007-03-30,17.53
2007-04-30,18.31
2007-05-31,18.94
2007-06-29,18.55
2007-07-31,17.97
2007-08-31,18.24
2007-09-28,18.84
2007-10-31,19.14
2007-11-30,18.33
2007-12-31,18.11
2008-01-31,17.02
2008-02-29,16.47
2008-03-31,16.33
2008-04-30,17.12
2008-05-30,17.33
2008-06-30,15.8
2008-07-31,15.66
2008-08-29,15.89
2008-09-30,14.39
2008-10-31,11.97
2008-11-28,11.11
2008-12-31,11.14
2009-01-30,10.2
2009-02-27,9.11
2009-03-31,9.85
2009-04-30,10.79
2009-05-29,11.39
