date,close
2009-12-31,26.36
2010-01-29,25.467
2010-02-26,26.31
2010-03-31,27.832
2010-04-30,28.378
2010-05-28,26.14
2010-06-30,24.637
2010-07-30,26.33
2010-08-31,25.099
2010-09-30,27.35
2010-10-29,28.411
2010-11-30,28.56
2010-12-31,30.38
2011-01-31,31.07
2011-02-28,32.17
2011-03-31,32.18
2011-04-29,33.14
2011-05-31,32.77
2011-06-30,32.03
2011-07-29,31.25
2011-08-31,29.43
2011-09-30,27.09
2011-10-31,30.2
2011-11-30,30.08
2011-12-30,30.22
2012-01-31,31.69
2012-02-29,33.01
2012-03-30,33.92
2012-04-30,33.71
2012-05-31,31.61
2012-06-29,32.68
2012-07-31,33.05
2012-08-31,33.85
2012-09-28,34.54
2012-10-31,33.97
2012-11-30,34.2
2012-12-31,34.41
2013-01-31,36.28
2013-02-28,36.67
2013-03-28,37.96
2013-04-30,38.62
2013-05-31,39.55
2013-06-28,38.91
2013-07-31,40.98
2013-08-30,39.78
2013-09-30,41.09
2013-10-31,42.85
2013-11-29,44.05
2013-12-31,45.01
2014-01-31,43.57
2014-02-28,45.64
2014-03-31,45.71
2014-04-30,45.76
2014-05-30,46.79
2014-06-30,47.72
2014-07-31,46.83
2014-08-29,48.749
2014-09-30,47.55
2014-10-31,48.82
2014-11-28,50.05
2014-12-31,49.82
2015-01-30,48.44
2015-02-27,51.21
2015-03-31,50.48
2015-04-30,50.74
2015-05-29,51.41
2015-06-30,50.23
2015-07-31,51.11
2015-08-31,48.02
2015-09-30,46.38
2015-10-30,50.06
2015-11-30,50.36
2015-12-31,49.04
2016-01-29,46.24
2016-02-29,46.23
2016-03-31,49.28
2016-04-29,49.56
2016-05-31,50.43
2016-06-30,50.3
2016-07-29,52.2933
2016-08-31,52.4
2016-09-30,52.32
2016-10-31,51.2
2016-11-30,53.48
2016-12-30,54.18
2017-01-31,55.21
2017-02-28,57.25
2017-03-31,57.06
2017-04-28,57.63
2017-05-31,58.26
2017-06-30,58.46
2017-07-31,59.64
2017-08-31,59.72
2017-09-29,60.91
2017-10-31,62.23
2017-11-30,64.1
2017-12-29,64.52
2018-01-31,67.88
2018-02-28,65.36
2018-03-29,63.79
2018-04-30,64.03
2018-05-31,65.84
2018-06-29,65.99
2018-07-31,68.21
2018-08-31,70.53
2018-09-28,70.39
2018-10-31,65.15
2018-11-30,66.4
2018-12-31,59.93
2019-01-31,65.06
2019-02-28,67.35
2019-03-29,68.05
2019-04-30,70.73
2019-05-31,66.16
2019-06-28,70.53
2019-07-31,71.55
2019-08-30,70.05
2019-09-30,71.02
2019-10-31,72.5
2019-11-29,75.28
2019-12-31,76.88
2020-01-31,76.81
2020-02-28,70.58
2020-03-31,60.43
2020-04-30,68.48
2020-05-29,72.15
2020-06-30,73.47
2020-07-31,77.68
2020-08-31,83.27
2020-09-30,79.64
2020-10-30,78.06
2020-11-30,87.58
2020-12-31,90.99
2021-01-29,90.62
2021-02-26,93.5
2021-03-31,96.71
2021-04-30,101.62
2021-05-28,102.02
2021-06-30,104.27
2021-07-30,106.14
2021-08-31,109.15
2021-09-30,103.86
2021-10-29,110.9
2021-11-30,109.3
2021-12-31,113.01
2022-01-31,106.15
2022-02-24,101.44
