date,close
1999-12-31,20.25
2000-01-31,18.66
2000-02-29,18.92
2000-03-31,20.02
2000-04-28,18.93
2000-05-31,18.4
2000-06-30,19.09
2000-07-31,18.36
2000-08-31,18.69
2000-09-29,17.72
2000-10-31,17.14
2000-11-30,16.37
2000-12-29,16.43
2001-01-31,16.56
2001-02-28,15.14
2001-03-30,14.13
2001-04-30,15.1
2001-05-31,14.56
2001-06-29,13.94
2001-07-31,13.59
2001-08-31,13.21
2001-09-28,12.01
2001-10-31,12.23
2001-11-30,12.61
2001-12-31,12.54
2002-01-31,11.9
2002-02-28,11.99
2002-03-28,12.64
2002-04-30,12.68
2002-05-31,12.85
2002-06-28,12.33
2002-07-31,11.13
2002-08-30,11.1
2002-09-30,9.9
2002-10-31,10.47
2002-11-29,10.91
2002-12-31,10.35
2003-01-31,9.91
2003-02-28,9.71
2003-03-31,9.51
2003-04-30,10.41
2003-05-30,11.04
2003-06-30,11.3
2003-07-31,11.54
2003-08-29,11.72
2003-09-30,12.04
2003-10-31,12.75
2003-11-28,13.08
2003-12-31,13.86
2004-01-30,13.97
2004-02-27,14.28
2004-03-31,14.24
2004-04-30,13.97
2004-05-28,14.03
2004-06-30,14.29
2004-07-30,13.93
2004-08-31,13.94
2004-09-30,14.33
2004-10-29,14.83
2004-11-30,15.75
2004-12-31,16.08
2005-01-31,15.69
2005-02-28,16.39
2005-03-31,16.05
2005-04-29,15.73
2005-05-31,15.69
2005-06-30,15.88
2005-07-29,16.4
2005-08-31,16.97
2005-09-30,17.52
2005-10-31,17.09
2005-11-30,17.37
2005-12-30,17.78
2006-01-31,18.86
2006-02-28,18.73
2006-03-31,19.33
2006-04-28,20.29
2006-05-31,19.59
2006-06-30,19.57
2006-07-31,19.87
2006-08-31,20.4
2006-09-29,20.36
2006-10-31,21.14
2006-11-30,21.69
2006-12-29,21.57
2007-01-31,21.84
2007-02-28,21.81
2007-03-30,22.39
2007-04-30,23.26
2007-05-31,24.01
2007-06-29,24.02
2007-07-31,23.49
2007-08-31,23.4
2007-09-28,24.77
2007-10-31,25.95
2007-11-30,24.99
2007-12-31,23.9
2008-01-31,22.01
2008-02-29,21.9
2008-03-31,21.82
2008-04-30,23.1
2008-05-30,23.5
2008-06-30,21.6
2008-07-31,20.9
2008-08-29,20.0
2008-09-30,17.61
2008-10-31,13.95
2008-11-28,13.01
2008-12-31,13.21
2009-01-30,11.61
2009-02-27,10.38
2009-03-31,11.19
2009-04-30,12.49
