date,close
2007-02-28,37.03
2007-03-30,38.13
2007-04-30,39.62
2007-05-31,40.85
2007-06-29,40.94
2007-07-31,40.48
2007-08-31,40.3
2007-09-28,42.72
2007-10-31,45.23
2007-11-30,43.19
2007-12-31,41.26
2008-01-31,38.01
2008-02-29,37.93
2008-03-31,37.67
2008-04-30,40.01
2008-05-30,40.88
2008-06-30,37.15
2008-07-31,35.78
2008-08-29,34.15
2008-09-30,29.85
2008-10-31,23.389
2008-11-28,21.87
2008-12-31,23.32
2009-01-30,20.2
2009-02-27,18.2827
2009-03-31,20.14
2009-04-30,22.89
2009-05-29,26.34
2009-06-30,25.34
2009-07-31,28.07
2009-08-31,28.95
2009-09-30,30.5201
2009-10-30,29.64
2009-11-30,31.07
2009-12-31,31.2
2010-01-29,29.5
2010-02-26,29.7
2010-03-31,31.7
2010-04-30,31.18
2010-05-28,27.9
2010-06-30,26.89
2010-07-30,29.74
2010-08-31,28.71
2010-09-30,31.63
2010-10-29,32.7844
2010-11-30,31.71
2010-12-31,33.91
2011-01-31,34.29
2011-02-28,35.29
2011-03-31,35.11
2011-04-29,36.92
2011-05-31,35.69
2011-06-30,34.65
2011-07-29,33.68
2011-08-31,30.78
2011-09-30,27.02
2011-10-31,30.13
2011-11-30,29.58
2011-12-30,28.46
2012-01-31,30.19
2012-02-29,31.64
2012-03-30,31.43
2012-04-30,30.87
2012-05-31,27.41
2012-06-29,28.58
2012-07-31,28.68
2012-08-31,29.43
2012-09-28,30.346
2012-10-31,30.57
2012-11-30,31.11
2012-12-31,32.19
2013-01-31,33.1
2013-02-28,32.63
2013-03-28,32.93
2013-04-30,33.96
2013-05-31,32.99
2013-06-28,31.24
2013-07-31,32.59
2013-08-30,32.11
2013-09-30,34.25
2013-10-31,35.42
2013-11-29,35.53
2013-12-31,35.63
2014-01-31,33.68
2014-02-28,35.63
2014-03-31,35.81
2014-04-30,36.47
2014-05-30,37.1
2014-06-30,37.1
2014-07-31,36.59
2014-08-29,36.93
2014-09-30,35.077
2014-10-31,35.05
2014-11-28,35.07
2014-12-31,33.46
2015-01-30,33.27
2015-02-27,35.2
2015-03-31,34.64
2015-04-30,36.4297
2015-05-29,35.99
2015-06-30,34.42
2015-07-31,34.33
2015-08-31,31.68
2015-09-30,30.4
2015-10-30,32.47
2015-11-30,32.13
2015-12-31,30.8
2016-01-29,29.1
2016-02-29,28.4
2016-03-31,30.81
2016-04-29,31.51
2016-05-31,31.15
2016-06-30,30.45
2016-07-29,31.79
2016-08-31,32.02
2016-09-30,32.4766
2016-10-31,31.98
2016-11-30,31.25
2016-12-30,31.49
2017-01-31,32.76
2017-02-28,33.13
2017-03-31,34.11
2017-04-28,34.795
2017-05-31,35.91
2017-06-30,35.66
2017-07-31,36.89
2017-08-31,37.12
2017-09-29,37.83
2017-10-31,38.53
2017-11-30,38.8
2017-12-29,39.0
2018-01-31,41.25
2018-02-28,39.04
2018-03-29,38.85
2018-04-30,39.11
2018-05-31,38.31
2018-06-29,37.02
2018-07-31,38.03
2018-08-31,37.18
2018-09-28,37.36
2018-10-31,34.34
2018-11-30,34.93
2018-12-31,32.74
2019-01-31,35.22
2019-02-28,35.84
2019-03-29,36.21
2019-04-30,37.23
2019-05-31,35.2
2019-06-28,36.67
2019-07-31,35.98
2019-08-30,35.13
2019-09-30,24.04
2019-10-31,24.86
2019-11-29,25.17
2019-12-31,25.77
2020-01-31,24.89
2020-02-28,23.22
2020-03-31,19.72
2020-04-30,21.01
2020-05-29,21.9
2020-06-30,22.66
2020-07-31,23.6
2020-08-31,24.53
2020-09-30,24.05
2020-10-30,23.53
2020-11-30,26.43
2020-12-31,27.65
2021-01-29,27.91
2021-02-26,28.51
2021-03-31,28.91
2021-04-30,29.69
2021-05-28,30.68
2021-06-30,30.2
2021-07-30,29.7
2021-08-31,30.03
2021-09-30,28.97
2021-10-29,29.86
2021-11-30,28.63
2021-12-31,29.31
2022-01-31,28.59
2022-02-14,28.46
