date,close
1999-12-31,30.67
2000-01-31,29.12
2000-02-29,28.57
2000-03-31,31.36
2000-04-28,30.41
2000-05-31,29.72
2000-06-30,30.44
2000-07-31,29.96
2000-08-31,31.75
2000-09-29,30.07
2000-10-31,29.94
2000-11-30,27.5
2000-12-29,27.51
2001-01-31,28.48
2001-02-28,25.88
2001-03-30,24.23
2001-04-30,26.11
2001-05-31,26.22
2001-06-29,25.57
2001-07-31,25.32
2001-08-31,23.66
2001-09-28,21.75
2001-10-31,22.16
2001-11-30,23.78
2001-12-31,23.9
2002-01-31,23.54
2002-02-28,23.08
2002-03-28,23.95
2002-04-30,22.49
2002-05-31,22.26
2002-06-28,20.66
2002-07-31,19.05
2002-08-30,19.1
2002-09-30,17.02
2002-10-31,18.51
2002-11-29,19.53
2002-12-31,18.3
2003-01-31,17.81
2003-02-28,17.54
2003-03-31,17.71
2003-04-30,19.17
2003-05-30,20.11
2003-06-30,20.36
2003-07-31,20.71
2003-08-29,21.04
2003-09-30,20.81
2003-10-31,21.99
2003-11-28,22.09
2003-12-31,23.14
2004-01-30,23.56
2004-02-27,23.88
2004-03-31,23.52
2004-04-30,23.14
2004-05-28,23.39
2004-06-30,23.84
2004-07-30,23.04
2004-08-31,23.06
2004-09-30,23.31
2004-10-29,23.66
2004-11-30,24.54
2004-12-31,25.14
2005-01-31,24.53
2005-02-28,25.04
2005-03-31,24.59
2005-04-29,24.12
2005-05-31,24.81
2005-06-30,24.84
2005-07-29,25.76
2005-08-31,25.42
2005-09-30,25.62
2005-10-31,25.18
2005-11-30,26.03
2005-12-30,25.91
2006-01-31,26.59
2006-02-28,26.66
2006-03-31,26.99
2006-04-28,27.34
2006-05-31,26.45
2006-06-30,26.48
2006-07-31,26.64
2006-08-31,27.14
2006-09-29,27.83
2006-10-31,28.73
2006-11-30,29.15
2006-12-29,29.41
2007-01-31,29.85
2007-02-28,29.26
2007-03-30,29.59
2007-04-30,30.89
2007-05-31,31.84
2007-06-29,31.3
2007-07-31,30.33
2007-08-31,30.65
2007-09-28,31.8
2007-10-31,32.3
2007-11-30,30.8
2007-12-31,30.42
2008-01-31,28.59
2008-02-29,27.66
2008-03-31,27.54
2008-04-30,28.88
2008-05-30,29.11
2008-06-30,26.66
2008-07-31,26.43
2008-08-29,26.64
2008-09-30,24.26
2008-10-31,20.18
2008-11-28,18.63
2008-12-31,18.36
2009-01-30,16.83
2009-02-27,15.04
2009-03-31,16.35
2009-04-30,17.92
2009-05-29,18.8
2009-06-30,18.84
2009-07-31,20.26
2009-08-31,20.89
2009-09-30,21.66
2009-10-30,21.26
2009-11-30,22.4
2009-12-31,22.74
2010-01-29,21.92
2010-02-26,22.6
2010-03-31,23.96
2010-04-30,24.34
2010-05-28,22.3
2010-06-30,21.13
2010-07-30,22.61
2010-08-31,21.48
2010-09-30,23.4
2010-10-29,24.29
2010-11-30,24.17
2010-12-31,25.67
2011-01-31,26.27
2011-02-28,27.17
2011-03-31,27.18
2011-04-29,27.98
2011-05-31,27.54
2011-06-30,27.08
2011-07-29,26.52
2011-08-31,24.97
2011-09-30,23.21
2011-10-31,25.75
2011-11-30,25.57
2011-12-30,25.7
2012-01-31,26.85
2012-02-29,28.0
2012-03-30,28.92
2012-04-30,28.74
2012-05-31,26.9
2012-06-29,28.0
2012-07-31,28.38
2012-08-31,28.87
2012-09-28,29.61
2012-10-31,29.06
2012-11-30,29.08
2012-12-31,29.16
2013-01-31,30.67
2013-02-28,31.08
