date,close
2001-06-29,113.0
2001-07-31,110.8
2001-08-31,104.4
2001-09-28,94.95
2001-10-31,96.9
2001-11-30,104.3
2001-12-31,105.4
2002-01-31,104.5
2002-02-28,102.6
2002-03-28,106.1
2002-04-30,101.4
2002-05-31,99.95
2002-06-28,92.8
2002-07-31,85.06
2002-08-30,85.71
2002-09-30,76.75
2002-10-31,82.5
2002-11-29,87.45
2002-12-31,82.63
2003-01-31,80.34
2003-02-28,79.1
2003-03-31,79.4
2003-04-30,86.24
2003-05-30,91.27
2003-06-30,92.45
2003-07-31,94.6
2003-08-29,96.86
2003-09-30,95.5
2003-10-31,101.28
2003-11-28,102.8
2003-12-31,106.46
2004-01-30,109.24
2004-02-27,110.77
2004-03-31,109.28
2004-04-30,106.85
2004-05-28,108.4
2004-06-30,110.22
2004-07-30,106.3
2004-08-31,106.36
2004-09-30,107.76
2004-10-29,109.7
2004-11-30,114.9
2004-12-31,118.05
2005-01-31,115.1
2005-02-28,117.5
2005-03-31,114.86
2005-04-29,112.33
2005-05-31,116.69
2005-06-30,117.17
2005-07-29,122.3
2005-08-31,120.97
2005-09-30,121.35
2005-10-31,118.5
2005-11-30,123.97
2005-12-30,123.33
2006-01-31,127.3
2006-02-28,127.58
2006-03-31,129.67
2006-04-28,130.91
2006-05-31,126.69
2006-06-30,126.31
2006-07-31,126.16
2006-08-31,129.06
2006-09-29,131.47
2006-10-31,136.21
2006-11-30,139.25
2006-12-29,140.21
2007-01-31,142.82
2007-02-28,140.5
2007-03-30,141.47
2007-04-30,147.156
2007-05-31,152.64
2007-06-29,149.38
2007-07-31,144.1
2007-08-31,146.22
2007-09-28,151.2
2007-10-31,153.91
2007-11-30,146.95
2007-12-31,145.15
2008-01-31,136.2
2008-02-29,132.8
2008-03-31,131.0
2008-04-30,137.4
2008-05-30,140.17
2008-06-30,64.09
2008-07-31,63.69
2008-08-29,64.62
2008-09-30,58.36
2008-10-31,48.16
2008-11-28,44.3
2008-12-31,44.74
2009-01-30,41.14
2009-02-27,36.81
2009-03-31,39.58
2009-04-30,43.93
2009-05-29,46.33
2009-06-30,46.27
2009-07-31,49.85
2009-08-31,51.7
2009-09-30,53.59
2009-10-30,52.18
2009-11-30,55.15
2009-12-31,56.37
2010-01-29,54.36
2010-02-26,56.23
2010-03-31,59.59
2010-04-30,60.89
2010-05-28,56.09
2010-06-30,52.56
2010-07-30,56.25
2010-08-31,53.6
2010-09-30,58.37
2010-10-29,60.72
2010-11-30,61.03
2010-12-31,64.93
2011-01-31,66.26
2011-02-28,68.71
2011-03-31,68.71
2011-04-29,70.7
2011-05-31,69.95
2011-06-30,68.4
2011-07-29,66.85
2011-08-31,62.78
2011-09-30,57.72
2011-10-31,64.28
2011-11-30,64.04
2011-12-30,64.3
2012-01-31,67.56
2012-02-29,70.41
2012-03-30,72.26
2012-04-30,71.8
2012-05-31,67.33
2012-06-29,69.7
2012-07-31,70.31
2012-08-31,72.21
2012-09-28,73.65
2012-10-31,72.32
2012-11-30,72.88
2012-12-31,73.28
2013-01-31,77.25
2013-02-28,78.24
2013-03-28,80.96
2013-04-30,82.26
2013-05-31,84.27
2013-06-28,82.67
2013-07-31,87.42
2013-08-30,84.77
2013-09-30,87.65
2013-10-31,91.385
2013-11-29,93.86
2013-12-31,95.92
2014-01-31,92.88
2014-02-28,97.4
2014-03-31,97.47
2014-04-30,97.53
2014-05-30,99.58
2014-06-30,101.77
2014-07-31,99.74
2014-08-29,103.88
2014-09-30,101.24
2014-10-31,104.02
2014-11-28,106.6
2014-12-31,106.0
2015-01-30,103.1
2015-02-27,109.02
2015-03-31,107.25
2015-04-30,107.91
2015-05-29,109.31
2015-06-30,107.02
2015-07-31,108.84
2015-08-31,102.21
2015-09-30,98.72
2015-10-30,106.53
2015-11-30,107.17
2015-12-31,104.3
2016-01-29,98.33
2016-02-29,98.32
2016-03-31,104.82
2016-04-29,105.51
2016-05-31,107.34
2016-06-30,107.16
2016-07-29,111.42
2016-08-31,111.65
2016-09-30,111.33
2016-10-31,108.89
2016-11-30,113.78
2016-12-30,115.32
2017-01-31,117.46
2017-02-28,121.8
2017-03-31,121.32
2017-04-28,122.61
2017-05-31,123.85
2017-06-30,124.45
2017-07-31,126.79
2017-08-31,126.98
2017-09-29,129.52
2017-10-31,132.33
2017-11-30,136.34
2017-12-29,137.25
2018-01-31,144.43
2018-02-28,139.0
2018-03-29,135.72
2018-04-30,136.33
2018-05-31,140.04
2018-06-29,140.43
2018-07-31,145.09
2018-08-31,150.07
2018-09-28,149.65
2018-10-31,138.56
2018-11-30,141.35
2018-12-31,127.63
2019-01-31,138.53
2019-02-28,143.46
2019-03-29,144.71
2019-04-30,150.39
2019-05-31,140.69
2019-06-28,150.09
2019-07-31,152.21
2019-08-30,149.04
2019-09-30,151.0
2019-10-31,154.18
2019-11-29,160.02
2019-12-31,163.62
2020-01-31,163.52
2020-02-28,150.44
2020-03-31,128.91
2020-04-30,145.84
2020-05-29,153.71
2020-06-30,156.53
2020-07-31,165.52
2020-08-31,177.28
2020-09-30,170.31
2020-10-30,166.99
2020-11-30,186.7
2020-12-31,194.64
2021-01-29,193.99
2021-02-26,200.08
2021-03-31,206.69
2021-04-30,217.1
2021-05-28,218.09
2021-06-30,222.82
2021-07-30,226.69
2021-08-31,233.17
2021-09-30,222.06
2021-10-29,236.91
2021-11-30,233.45
2021-12-31,241.44
2022-01-31,226.81
2022-02-18,219.37
