date,close
2007-05-31,74.77
2007-06-29,74.28
2007-07-31,74.73
2007-08-31,75.53
2007-09-28,75.69
2007-10-31,76.1
2007-11-30,77.302
2007-12-31,77.38
2008-01-31,78.35
2008-02-29,78.12
2008-03-31,78.14
2008-04-30,77.57
2008-05-30,76.5
2008-06-30,76.25
2008-07-31,75.97
2008-08-29,76.3
2008-09-30,75.62
2008-10-31,73.127
2008-11-28,75.69
2008-12-31,78.97
2009-01-30,77.33
2009-02-27,76.59
2009-03-31,77.15
2009-04-30,77.2299
2009-05-29,77.48
2009-06-30,77.69
2009-07-31,78.44
2009-08-31,78.97
2009-09-30,79.5
2009-10-30,79.47
2009-11-30,80.25
2009-12-31,78.59
2010-01-29,79.6
2010-02-26,79.61
2010-03-31,79.2
2010-04-30,79.8
2010-05-28,80.46
2010-06-30,81.38
2010-07-30,81.85
2010-08-31,82.89
2010-09-30,82.66
2010-10-29,82.7
2010-11-30,81.91
2010-12-31,80.27
2011-01-31,80.34
2011-02-28,80.35
2011-03-31,80.02
2011-04-29,80.96
2011-05-31,81.69
2011-06-30,81.16
2011-07-29,82.26
2011-08-31,83.4
2011-09-30,83.74
2011-10-31,83.62
2011-11-30,83.36
2011-12-30,83.54
2012-01-31,84.07
2012-02-29,83.9
2012-03-30,83.28
2012-04-30,83.92
2012-05-31,84.51
2012-06-29,84.38
2012-07-31,85.23
2012-08-31,85.18
2012-09-28,85.15
2012-10-31,84.89
2012-11-30,84.94
2012-12-31,84.03
2013-01-31,83.45
2013-02-28,83.73
2013-03-28,83.64
2013-04-30,84.18
2013-05-31,82.4
2013-06-28,80.88
2013-07-31,81.02
2013-08-30,80.16
2013-09-30,80.88
2013-10-31,81.4
2013-11-29,80.98
2013-12-31,80.05
2014-01-31,81.29
2014-02-28,81.5
2014-03-31,81.19
2014-04-30,81.65
2014-05-30,82.33
2014-06-30,82.22
2014-07-31,81.82
2014-08-29,82.58
2014-09-30,81.93
2014-10-31,82.1874
2014-11-28,82.87
2014-12-31,82.37
2015-01-30,84.35
2015-02-27,83.08
2015-03-31,83.37
2015-04-30,82.91
2015-05-29,82.34
2015-06-30,81.26
2015-07-31,81.81
2015-08-31,81.44
2015-09-30,81.93
2015-10-30,81.79
2015-11-30,81.3
2015-12-31,80.76
2016-01-29,81.73
2016-02-29,82.25
2016-03-31,82.805
2016-04-29,82.97
2016-05-31,82.8
2016-06-30,84.3
2016-07-29,84.64
2016-08-31,84.21
2016-09-30,84.14
2016-10-31,83.19
2016-11-30,80.89
2016-12-30,80.79
2017-01-31,80.94
2017-02-28,81.27
2017-03-31,81.08
2017-04-28,81.55
2017-05-31,81.96
2017-06-30,81.83
2017-07-31,81.99
2017-08-31,82.52
2017-09-29,81.96
2017-10-31,81.77
2017-11-30,81.51
2017-12-29,81.57
2018-01-31,80.56
2018-02-28,79.55
2018-03-29,79.93
2018-04-30,79.05
2018-05-31,79.41
2018-06-29,79.19
2018-07-31,78.98
2018-08-31,79.32
2018-09-28,78.7
2018-10-31,77.84
2018-11-30,78.14
2018-12-31,79.21
2019-01-31,80.09
2019-02-28,79.82
2019-03-29,81.18
2019-04-30,80.96
2019-05-31,82.24
2019-06-28,83.07
2019-07-31,83.0
2019-08-30,85.1
2019-09-30,84.43
2019-10-31,84.51
2019-11-29,84.29
2019-12-31,83.86
2020-01-31,85.52
2020-02-28,86.76
2020-03-31,85.35
2020-04-30,87.51
2020-05-29,87.92
2020-06-30,88.34
2020-07-31,89.46
2020-08-31,88.46
2020-09-30,88.22
2020-10-30,87.58
2020-11-30,88.49
2020-12-31,88.19
2021-01-29,87.43
2021-02-26,85.94
2021-03-31,84.72
2021-04-30,85.26
2021-05-28,85.26
2021-06-30,85.89
2021-07-30,86.76
2021-08-31,86.46
2021-09-30,85.45
2021-10-29,85.38
2021-11-30,85.42
2021-12-31,84.75
2022-01-31,83.0
2022-02-09,81.95
